dataset,model,seed,degree,risk,score,is_member
Cora,GraphSAGE,42,1,0.57003253698349,0.9900993704795837,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9973535537719727,0
Cora,GraphSAGE,42,2,0.49837133288383484,0.9999878406524658,0
Cora,GraphSAGE,42,5,0.5986970663070679,0.959251880645752,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.999998927116394,0
Cora,GraphSAGE,42,1,0.57003253698349,0.7431771159172058,0
Cora,GraphSAGE,42,4,0.22605863213539124,0.9995867609977722,1
Cora,GraphSAGE,42,8,0.13409337401390076,0.9802364706993103,0
Cora,GraphSAGE,42,3,0.8925081491470337,0.9385468363761902,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9992700219154358,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9964641332626343,1
Cora,GraphSAGE,42,5,0.08273614943027496,0.9840499758720398,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9984672665596008,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9977535605430603,1
Cora,GraphSAGE,42,4,0.5485342144966125,0.8513253331184387,0
Cora,GraphSAGE,42,5,0.5127035975456238,0.9981974959373474,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9996435642242432,1
Cora,GraphSAGE,42,12,0.13730894029140472,0.995786726474762,1
Cora,GraphSAGE,42,2,0.7133550643920898,0.8097853064537048,0
Cora,GraphSAGE,42,7,0.040251269936561584,0.9991183876991272,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.9931564927101135,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9975317716598511,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9957315325737,1
Cora,GraphSAGE,42,5,0.3980455994606018,0.6374657154083252,0
Cora,GraphSAGE,42,3,0.6058632135391235,0.9826369881629944,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9986748695373535,1
Cora,GraphSAGE,42,12,0.20897017419338226,0.8817655444145203,0
Cora,GraphSAGE,42,4,0.33355045318603516,0.8461927175521851,0
Cora,GraphSAGE,42,8,0.24158523976802826,0.9998365640640259,0
Cora,GraphSAGE,42,6,0.602791965007782,0.9915973544120789,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.9996476173400879,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.9934357404708862,1
Cora,GraphSAGE,42,5,0.2117263823747635,0.9219042062759399,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9998961687088013,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9832612872123718,1
Cora,GraphSAGE,42,5,0.5986970663070679,0.981977105140686,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.700779378414154,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9904025793075562,0
Cora,GraphSAGE,42,6,0.058166585862636566,0.9593623876571655,1
Cora,GraphSAGE,42,2,0.7133550643920898,0.025725414976477623,0
Cora,GraphSAGE,42,33,0.1904962658882141,0.9998635053634644,1
Cora,GraphSAGE,42,2,0.49837133288383484,0.9981788396835327,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.98574298620224,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9992282390594482,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9998782873153687,1
Cora,GraphSAGE,42,7,0.4702187180519104,0.9484583139419556,0
Cora,GraphSAGE,42,5,0.16872964799404144,0.9915025234222412,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9939436316490173,1
Cora,GraphSAGE,42,6,0.4881339967250824,0.15506327152252197,0
Cora,GraphSAGE,42,3,0.319218248128891,0.9999858140945435,1
Cora,GraphSAGE,42,5,0.2547231614589691,0.9863258004188538,0
Cora,GraphSAGE,42,7,0.3166589140892029,0.9805944561958313,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9506683349609375,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9967785477638245,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9999898672103882,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9998860359191895,0
Cora,GraphSAGE,42,4,0.11856676638126373,0.9999043941497803,0
Cora,GraphSAGE,42,2,0.7133550643920898,0.9913747906684875,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9789242148399353,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.9917891025543213,1
Cora,GraphSAGE,42,4,0.44104233384132385,0.9959287047386169,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.9999328851699829,0
Cora,GraphSAGE,42,6,0.1298278421163559,0.9995076656341553,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9864504337310791,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9999927282333374,0
Cora,GraphSAGE,42,4,0.22605863213539124,0.7952576875686646,0
Cora,GraphSAGE,42,4,0.22605863213539124,0.999868631362915,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9999544620513916,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9808413982391357,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9910286068916321,1
Cora,GraphSAGE,42,3,0.319218248128891,0.9999734163284302,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.08233670145273209,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9930639863014221,1
Cora,GraphSAGE,42,2,0.49837133288383484,0.9978100657463074,1
Cora,GraphSAGE,42,7,0.16309912502765656,0.9991389513015747,0
Cora,GraphSAGE,42,1,0.57003253698349,0.993169903755188,0
Cora,GraphSAGE,42,6,0.20148907601833344,0.9978493452072144,0
Cora,GraphSAGE,42,1,0.57003253698349,0.5662010312080383,0
Cora,GraphSAGE,42,2,0.49837133288383484,0.9834718704223633,1
Cora,GraphSAGE,42,4,0.11856676638126373,0.9959887862205505,1
Cora,GraphSAGE,42,6,0.5597952604293823,0.2611852288246155,0
Cora,GraphSAGE,42,12,0.3164620101451874,0.8574931621551514,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9998792409896851,0
Cora,GraphSAGE,42,5,0.08273614943027496,0.9997684359550476,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9924629926681519,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9997017979621887,1
Cora,GraphSAGE,42,7,0.22452305257320404,0.9975442290306091,1
Cora,GraphSAGE,42,7,0.5930665135383606,0.9655353426933289,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9998952150344849,0
Cora,GraphSAGE,42,1,0.57003253698349,0.7170584201812744,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9999619722366333,1
Cora,GraphSAGE,42,3,0.319218248128891,0.9979292154312134,1
Cora,GraphSAGE,42,3,0.319218248128891,0.9743583798408508,0
Cora,GraphSAGE,42,12,0.10147833824157715,0.9970211386680603,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9987581968307495,0
Cora,GraphSAGE,42,3,0.319218248128891,0.9968762397766113,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.999560534954071,0
Cora,GraphSAGE,42,16,0.13848437368869781,0.9940330386161804,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9969657063484192,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.5523385405540466,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9999927282333374,0
Cora,GraphSAGE,42,5,0.38371336460113525,0.8595946431159973,0
Cora,GraphSAGE,42,4,0.6201953887939453,0.9838428497314453,0
Cora,GraphSAGE,42,3,0.4625406861305237,0.7383450269699097,0
Cora,GraphSAGE,42,1,1.0,0.9978513717651367,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9928387999534607,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.9989848732948303,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9994854927062988,1
Cora,GraphSAGE,42,2,0.7133550643920898,0.44057950377464294,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.7329927682876587,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9999679327011108,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9996122717857361,1
Cora,GraphSAGE,42,2,0.7133550643920898,0.9681196808815002,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9995012283325195,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9945699572563171,1
Cora,GraphSAGE,42,4,0.11856676638126373,0.9999995231628418,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.8604366183280945,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9881296157836914,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9997947812080383,0
Cora,GraphSAGE,42,1,1.0,0.9991631507873535,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9996587038040161,0
Cora,GraphSAGE,42,5,0.16872964799404144,0.999953031539917,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9999979734420776,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.8846591711044312,0
Cora,GraphSAGE,42,5,0.2117263823747635,0.9986556768417358,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9978786706924438,1
Cora,GraphSAGE,42,9,0.25472310185432434,0.9868162274360657,1
Cora,GraphSAGE,42,5,0.08273614943027496,0.9810214042663574,0
Cora,GraphSAGE,42,3,0.534201979637146,0.03891877457499504,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9889488220214844,1
Cora,GraphSAGE,42,9,0.44581976532936096,0.0657074823975563,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9997401833534241,0
Cora,GraphSAGE,42,2,0.7133550643920898,0.9803985953330994,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9988817572593689,1
Cora,GraphSAGE,42,4,0.11856676638126373,0.9769728183746338,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9932946562767029,0
Cora,GraphSAGE,42,9,0.3980455994606018,0.12631916999816895,0
Cora,GraphSAGE,42,1,0.57003253698349,0.998616099357605,0
Cora,GraphSAGE,42,3,0.6058632135391235,0.7544967532157898,0
Cora,GraphSAGE,42,4,0.5485342144966125,0.4382458031177521,0
Cora,GraphSAGE,42,1,1.0,0.08078831434249878,0
Cora,GraphSAGE,42,5,0.5127035975456238,0.37352603673934937,0
Cora,GraphSAGE,42,5,0.2547231614589691,0.9945912957191467,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9991878867149353,0
Cora,GraphSAGE,42,3,0.24755699932575226,0.7827568054199219,0
Cora,GraphSAGE,42,5,0.08273614943027496,0.7768704295158386,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9995278120040894,1
Cora,GraphSAGE,42,5,0.2117263823747635,0.4409237205982208,0
Cora,GraphSAGE,42,5,0.16872964799404144,0.9994615912437439,1
Cora,GraphSAGE,42,4,0.11856676638126373,0.9998332262039185,1
Cora,GraphSAGE,42,5,0.2547231614589691,0.9994388222694397,0
Cora,GraphSAGE,42,29,0.5528585910797119,0.9375045895576477,1
Cora,GraphSAGE,42,10,0.050162866711616516,0.9996776580810547,1
Cora,GraphSAGE,42,5,0.5413681268692017,0.5229498147964478,0
Cora,GraphSAGE,42,7,0.10167519748210907,0.9875088334083557,0
Cora,GraphSAGE,42,3,0.7491856813430786,0.015610738657414913,0
Cora,GraphSAGE,42,5,0.3407166004180908,0.9980207681655884,1
Cora,GraphSAGE,42,3,0.534201979637146,0.9855273962020874,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.9999579191207886,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.9999698400497437,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.9985960125923157,0
Cora,GraphSAGE,42,11,0.2540716826915741,0.9866082668304443,1
Cora,GraphSAGE,42,3,0.24755699932575226,0.04350518807768822,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.977044939994812,0
Cora,GraphSAGE,42,5,0.08273614943027496,0.9990416169166565,1
Cora,GraphSAGE,42,2,0.7133550643920898,0.03943374752998352,0
Cora,GraphSAGE,42,3,0.24755699932575226,0.9996507167816162,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9908009171485901,1
Cora,GraphSAGE,42,11,0.11726384609937668,0.9937934875488281,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.999998927116394,0
Cora,GraphSAGE,42,2,0.7133550643920898,0.9983748197555542,1
Cora,GraphSAGE,42,6,0.1298278421163559,0.9313101768493652,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9944337010383606,1
Cora,GraphSAGE,42,2,0.49837133288383484,0.9999803304672241,0
Cora,GraphSAGE,42,3,0.319218248128891,0.9819938540458679,0
Cora,GraphSAGE,42,4,0.11856676638126373,0.9999737739562988,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.999962568283081,1
Cora,GraphSAGE,42,5,0.2547231614589691,0.9992808699607849,0
Cora,GraphSAGE,42,4,0.44104233384132385,0.9842959642410278,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9994014501571655,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.999123752117157,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9898746013641357,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9850965142250061,0
Cora,GraphSAGE,42,3,0.24755699932575226,0.9995393753051758,0
Cora,GraphSAGE,42,3,0.7491856813430786,1.3841042346030008e-05,0
Cora,GraphSAGE,42,5,0.08273614943027496,0.9959458708763123,0
Cora,GraphSAGE,42,8,0.13409337401390076,0.9795164465904236,0
Cora,GraphSAGE,42,2,0.7133550643920898,0.9984976053237915,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9952858090400696,1
Cora,GraphSAGE,42,5,0.08273614943027496,0.9996416568756104,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9998337030410767,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9999434947967529,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9960733652114868,1
Cora,GraphSAGE,42,3,0.6058632135391235,0.9860236644744873,1
Cora,GraphSAGE,42,5,0.08273614943027496,0.9984405636787415,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9999748468399048,1
Cora,GraphSAGE,42,5,0.08273614943027496,0.9972125887870789,1
Cora,GraphSAGE,42,3,0.24755699932575226,0.9241082072257996,0
Cora,GraphSAGE,42,5,0.2547231614589691,0.9997519850730896,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.9991621971130371,0
Cora,GraphSAGE,42,5,0.5413681268692017,0.9797236919403076,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.9989032745361328,0
Cora,GraphSAGE,42,4,0.22605863213539124,0.9999904632568359,0
Cora,GraphSAGE,42,5,0.3407166004180908,0.999849796295166,0
Cora,GraphSAGE,42,4,0.22605863213539124,0.9995715022087097,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9998249411582947,0
Cora,GraphSAGE,42,4,0.44104233384132385,0.9988532066345215,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.9998409748077393,1
Cora,GraphSAGE,42,2,0.7133550643920898,0.9957049489021301,1
Cora,GraphSAGE,42,2,0.49837133288383484,0.9803855419158936,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9999990463256836,0
Cora,GraphSAGE,42,4,0.11856676638126373,0.9971227049827576,0
Cora,GraphSAGE,42,4,0.11856676638126373,0.9998708963394165,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.989551842212677,1
Cora,GraphSAGE,42,5,0.6846905946731567,0.9765428900718689,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9882914423942566,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9942048192024231,0
Cora,GraphSAGE,42,5,0.2547231614589691,0.9999948740005493,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9620518088340759,0
Cora,GraphSAGE,42,4,0.22605863213539124,0.9544960856437683,0
Cora,GraphSAGE,42,6,0.1298278421163559,0.8849160075187683,0
Cora,GraphSAGE,42,8,0.27741584181785583,0.998641312122345,1
Cora,GraphSAGE,42,5,0.16872964799404144,0.9999439716339111,1
Cora,GraphSAGE,42,2,0.49837133288383484,0.9996343851089478,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9835313558578491,1
Cora,GraphSAGE,42,2,0.7133550643920898,0.046273186802864075,0
Cora,GraphSAGE,42,5,0.2117263823747635,0.9996469020843506,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9966294169425964,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.999715268611908,0
Cora,GraphSAGE,42,4,0.6560260653495789,0.014210074208676815,0
Cora,GraphSAGE,42,3,0.319218248128891,0.9960885047912598,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9967965483665466,1
Cora,GraphSAGE,42,3,0.6058632135391235,0.6272037625312805,0
Cora,GraphSAGE,42,7,0.16309912502765656,0.9669421315193176,1
Cora,GraphSAGE,42,9,0.1591748148202896,0.9999425411224365,0
Cora,GraphSAGE,42,4,0.11856676638126373,0.9953049421310425,1
Cora,GraphSAGE,42,4,0.11856676638126373,0.999976634979248,0
Cora,GraphSAGE,42,8,0.4207382798194885,0.9938181042671204,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.9999608993530273,0
Cora,GraphSAGE,42,6,0.1298278421163559,0.997073769569397,1
Cora,GraphSAGE,42,3,0.319218248128891,0.99962317943573,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9996252059936523,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9898676872253418,1
Cora,GraphSAGE,42,4,0.6560260653495789,0.3199590742588043,0
Cora,GraphSAGE,42,4,0.5485342144966125,0.12292073667049408,0
Cora,GraphSAGE,42,3,0.319218248128891,0.9850404262542725,0
Cora,GraphSAGE,42,3,0.319218248128891,0.9999213218688965,1
Cora,GraphSAGE,42,3,0.319218248128891,0.999987006187439,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.28287845849990845,0
Cora,GraphSAGE,42,3,0.24755699932575226,0.9854673147201538,0
Cora,GraphSAGE,42,4,0.47687292098999023,0.9682056307792664,0
Cora,GraphSAGE,42,1,1.0,0.006277959793806076,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9999990463256836,0
Cora,GraphSAGE,42,7,0.33201488852500916,0.3744807541370392,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9999140501022339,1
Cora,GraphSAGE,42,5,0.16872964799404144,0.9948331117630005,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9996178150177002,1
Cora,GraphSAGE,42,5,0.38371336460113525,0.9995877146720886,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.9934056997299194,0
Cora,GraphSAGE,42,4,0.22605863213539124,0.9997648596763611,1
Cora,GraphSAGE,42,2,0.7133550643920898,0.961297869682312,1
Cora,GraphSAGE,42,5,0.5413681268692017,0.6128301024436951,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9992561936378479,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9994744658470154,1
Cora,GraphSAGE,42,9,0.1591748148202896,0.9994702935218811,1
Cora,GraphSAGE,42,8,0.2953311800956726,0.9546775817871094,0
Cora,GraphSAGE,42,5,0.16872964799404144,0.9999997615814209,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.9841498732566833,0
Cora,GraphSAGE,42,5,0.3407166004180908,0.9991996884346008,0
Cora,GraphSAGE,42,3,0.7491856813430786,0.00026773629360832274,0
Cora,GraphSAGE,42,6,0.4881339967250824,0.9832936525344849,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9999977350234985,1
Cora,GraphSAGE,42,6,0.3806421458721161,0.29035478830337524,0
Cora,GraphSAGE,42,6,0.1298278421163559,0.9999299049377441,0
Cora,GraphSAGE,42,3,0.7491856813430786,0.9340832233428955,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9990293979644775,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.665927529335022,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9995341300964355,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.999996542930603,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9994021654129028,0
Cora,GraphSAGE,42,5,0.3980455994606018,0.9992740750312805,0
Cora,GraphSAGE,42,3,0.319218248128891,0.9958193302154541,1
Cora,GraphSAGE,42,5,0.3407166004180908,0.9984245300292969,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.999890923500061,1
Cora,GraphSAGE,42,3,0.24755699932575226,0.9983863830566406,1
Cora,GraphSAGE,42,3,0.534201979637146,0.9986347556114197,0
Cora,GraphSAGE,42,5,0.16872964799404144,0.9844357967376709,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.010359169915318489,0
Cora,GraphSAGE,42,8,0.41357216238975525,0.9476577639579773,0
Cora,GraphSAGE,42,4,0.11856676638126373,0.9996366500854492,0
Cora,GraphSAGE,42,4,0.22605863213539124,0.9997102618217468,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9979367256164551,1
Cora,GraphSAGE,42,6,0.058166585862636566,0.9970431923866272,0
Cora,GraphSAGE,42,3,0.24755699932575226,0.9997718930244446,1
Cora,GraphSAGE,42,3,0.6058632135391235,0.9143426418304443,1
Cora,GraphSAGE,42,2,0.49837133288383484,0.9909104704856873,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9712440967559814,1
Cora,GraphSAGE,42,6,0.34481149911880493,0.9958686828613281,0
Cora,GraphSAGE,42,5,0.2117263823747635,0.9990854263305664,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9998204112052917,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9997001886367798,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9739477634429932,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.999990701675415,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9999997615814209,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9999092817306519,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9999961853027344,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9994468092918396,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.7434530258178711,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9998039603233337,1
Cora,GraphSAGE,42,3,0.319218248128891,0.9991487264633179,1
Cora,GraphSAGE,42,3,0.319218248128891,0.9999697208404541,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9999992847442627,1
Cora,GraphSAGE,42,3,0.24755699932575226,0.9676862359046936,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9944862723350525,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9988388419151306,1
Cora,GraphSAGE,42,3,0.24755699932575226,0.9998980760574341,0
Cora,GraphSAGE,42,5,0.2117263823747635,0.9870777130126953,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9995456337928772,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9980388283729553,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9949074387550354,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9967400431632996,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9918102622032166,1
Cora,GraphSAGE,42,4,0.5485342144966125,0.9702627062797546,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9962648749351501,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9599733352661133,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.9832807779312134,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.6817489862442017,0
Cora,GraphSAGE,42,2,0.7133550643920898,0.9948168396949768,1
Cora,GraphSAGE,42,3,0.1758957952260971,0.861594557762146,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9906442165374756,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9894579648971558,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9996187686920166,0
Cora,GraphSAGE,42,8,0.026601513847708702,0.9935838580131531,0
Cora,GraphSAGE,42,3,0.319218248128891,0.9974602460861206,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.997925877571106,0
Cora,GraphSAGE,42,3,0.534201979637146,0.9683861136436462,0
Cora,GraphSAGE,42,4,0.22605863213539124,0.9997132420539856,1
Cora,GraphSAGE,42,7,0.16309912502765656,0.9999983310699463,1
Cora,GraphSAGE,42,6,0.20148907601833344,0.9994921684265137,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.999792754650116,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9998458623886108,0
Cora,GraphSAGE,42,3,0.6058632135391235,0.013107332400977612,0
Cora,GraphSAGE,42,5,0.38371336460113525,0.997459352016449,1
Cora,GraphSAGE,42,5,0.2117263823747635,0.999927282333374,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.999434769153595,0
Cora,GraphSAGE,42,4,0.11856676638126373,0.9937224984169006,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.4560315012931824,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9991934895515442,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9962019324302673,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9999921321868896,1
Cora,GraphSAGE,42,6,0.058166585862636566,0.9951334595680237,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.984930157661438,0
Cora,GraphSAGE,42,5,0.16872964799404144,0.9928542971611023,0
Cora,GraphSAGE,42,3,0.534201979637146,0.8695743680000305,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9999995231628418,1
Cora,GraphSAGE,42,3,0.24755699932575226,0.999360978603363,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9887661337852478,0
Cora,GraphSAGE,42,2,0.7133550643920898,0.18986022472381592,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.996736466884613,0
Cora,GraphSAGE,42,6,0.058166585862636566,0.999743640422821,0
Cora,GraphSAGE,42,6,0.1298278421163559,0.999190628528595,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9999997615814209,1
Cora,GraphSAGE,42,4,0.11856676638126373,0.9998482465744019,1
Cora,GraphSAGE,42,2,0.2833876311779022,0.9746140241622925,1
Cora,GraphSAGE,42,5,0.5986970663070679,0.6063768863677979,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.993911623954773,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9996802806854248,1
Cora,GraphSAGE,42,3,0.319218248128891,0.9998893737792969,0
Cora,GraphSAGE,42,4,0.33355045318603516,0.9998462200164795,0
Cora,GraphSAGE,42,4,0.11856676638126373,0.9904050827026367,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9995406866073608,1
Cora,GraphSAGE,42,2,0.49837133288383484,0.998412013053894,1
Cora,GraphSAGE,42,5,0.5986970663070679,0.007993694394826889,0
Cora,GraphSAGE,42,34,0.4558562934398651,0.5928898453712463,0
Cora,GraphSAGE,42,1,0.57003253698349,0.9999661445617676,1
Cora,GraphSAGE,42,13,0.30307480692863464,0.9483782649040222,0
Cora,GraphSAGE,42,5,0.16872964799404144,0.9874705672264099,0
Cora,GraphSAGE,42,3,0.8925081491470337,0.9889671206474304,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9999995231628418,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9977790713310242,0
Cora,GraphSAGE,42,5,0.16872964799404144,0.9995338916778564,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.006719687487930059,0
Cora,GraphSAGE,42,3,0.1758957952260971,0.9997578263282776,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9999957084655762,0
Cora,GraphSAGE,42,2,0.2833876311779022,0.9995844960212708,1
Cora,GraphSAGE,42,4,0.22605863213539124,0.9995585083961487,0
Cora,GraphSAGE,42,1,0.35504886507987976,0.997829258441925,1
Cora,GraphSAGE,42,1,0.35504886507987976,0.9997618794441223,0
Cora,GraphSAGE,42,2,0.7133550643920898,0.9826561212539673,1
Cora,GraphSAGE,42,1,0.57003253698349,0.9997773766517639,0
Cora,GraphSAGE,42,3,0.319218248128891,0.9998772144317627,0
